_id,ltable_ID,rtable_ID,ltable_Title,ltable_Genres,ltable_Type,ltable_ProductionHouse,ltable_Year,rtable_Title,rtable_Genres,rtable_Type,rtable_ProductionHouse,rtable_Year,gold
51290,2972,9530,Mobile Suit Gundam AGE,"['Action', 'Mecha', 'Sci-Fi', 'Space']",TV,"['Sunrise', 'Lantis', 'Mainichi Broadcasting', 'Sony Music Entertainment']",2011-2012,Mobile Suit Gundam 00,"['Action', 'Futuristic', 'Mecha', 'Political', 'Sci Fi']",TV,['Sunrise'],2007 - 2008,0
51807,299,9629,Shouwa Monogatari (Movie),"['Drama', 'Historical']",Movie,['Wao World'],2011-2011,Binbou Shimai Monogatari,"['Based on a Manga', 'Drama', 'Slice of Life']",TV,['Toei Animation'],2006,0
51842,3047,9629,Konchuu Monogatari Minashigo Hutch (1989),"['Adventure', 'Comedy', 'Drama']",TV,['Tatsunoko Productions'],1989-1990,Binbou Shimai Monogatari,"['Based on a Manga', 'Drama', 'Slice of Life']",TV,['Toei Animation'],2006,0
51863,1012,9630,Sekirei Special,['Comedy'],Special,"['Aniplex', 'Seven Arcs', 'FUNimation Entertainment']",2009-2009,Kita e ~Diamond Dust Drops~ Special,"['[]""']""",DVD Special,['Studio Deen'],2004,0
51946,487,9649,Mobile Suit Gundam 00 Special Edition,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']",OVA,"['Sunrise', 'Sotsu Agency', 'Asatsu DK', 'Mainichi Broadcasting']",2009-2010,Di Gi Charat Summer Special 2000,"['Aliens', 'Comedy']",OVA,['MADHOUSE'],2000,0
52098,84,9668,Afro Samurai Movie (Afro Samurai the Movie),"['Action', 'Adventure', 'Samurai']",Movie,"['Gonzo', 'FUNimation Entertainment']",2007-2007,Star Driver the Movie,"['[]""']""",Movie,['Bones'],2013,0
52117,953,9670,Mobile Suit Gundam Seed Special Edition,"['Action', 'Mecha', 'Military', 'Sci-Fi', 'Space']",Special,"['Sunrise', 'Asatsu DK', 'Bandai Entertainment', 'Atelier Musa']",2004-2004,Toriko x One Piece Collabo Special 2,"['Crossover', 'Shounen']",TV Special,['Toei Animation'],2012,0
52201,968,9686,Seikai no Monshou Special,"['Action', 'Military', 'Romance', 'Sci-Fi', 'Space']",Special,"['Sunrise', 'Bandai Visual', 'WOWOW', 'BeSTACK']",2000-2000,Rokka no Yuusha Specials,"['Based on a Light Novel', 'Fantasy', 'Picture Drama']",DVD Special,['Passione'],2015 - ?,0
52212,1009,9686,Zombie-Loan Specials,"['Action', 'Shounen', 'Supernatural']",Special,"['Xebec', 'NAS', 'Discotek']",2008-2008,Rokka no Yuusha Specials,"['Based on a Light Novel', 'Fantasy', 'Picture Drama']",DVD Special,['Passione'],2015 - ?,0
52483,1374,9726,Princess Tutu,"['Comedy', 'Magic', 'Romance', 'Shoujo']",TV,"['Hal Film Maker', 'ADV Films', 'Memory-Tech', 'GANSIS', 'Marvelous AQL']",2002-2003,Puppet Princess,"['Feudal Japan', 'Horror', 'Ninja']",OVA,['TMS Entertainment'],2000,0
52615,2241,9731,Bosco Daibouken (Bosco Adventure),"['Adventure', 'Fantasy', 'Kids']",TV,['Nippon Animation'],1986-1987,The Adventures of the Little Prince,['Adventure'],TV,['Knack'],1978 - 1979,0
52745,1018,9760,Toaru Majutsu no Index II Specials,"['Comedy', 'Parody']",Special,['J.C.Staff'],2011-2011,Kaibutsu Oujo OVA Specials,"['[]""']""",DVD Special,['Tatsunoko Pro.'],2010 - 2011,0
52803,899,9761,Usagi Drop Specials,"['Josei', 'Slice of Life']",Special,"['Production I.G', 'NIS America', 'Inc.']",2011-2012,Kaibutsu Oujo OVA: Kerberotte Specials,"['[]""']""",DVD Special,['Tatsunoko Pro.'],2010 - 2011,0
52994,932,9763,Kamichu! Specials (The Goddess is a Middle School Student),"['Comedy', 'Drama', 'Slice of Life', 'Supernatural']",Special,"['Geneon Universal Entertainment', 'FUNimation Entertainment', 'Brains Base']",2005-2006,Princess Resurrection: Kerberotte Specials,"['[]""']""",DVD Special,['Tatsunoko Pro.'],2010 - 2011,0
53280,906,9781,Danshi Koukousei no Nichijou Specials,"['Comedy', 'School', 'Shounen', 'Slice of Life']",Special,['Sunrise'],2012-2012,Unbreakable Machine-Doll Specials,"['[]""']""",DVD Special,['Lerche'],2013 - 2014,0
53313,1072,9781,Dragon Ball Specials,"['Comedy', 'Fantasy', 'Shounen', 'Super Power']",Special,['Toei Animation'],1988-1988,Unbreakable Machine-Doll Specials,"['[]""']""",DVD Special,['Lerche'],2013 - 2014,0
53490,1146,9795,Otome wa Boku ni Koishiteru Special,"['Comedy', 'Romance', 'School']",Special,['Feel'],2007-2007,Fantastic Children Special,"['[]""']""",DVD Special,['Nippon Animation'],2005,0
53705,998,9834,Shakugan no Shana Specials,"['Comedy', 'Parody']",Special,"['J.C.Staff', 'Geneon Universal Entertainment', 'FUNimation Entertainment']",2006-2007,Sabagebu! Specials,"['Based on a Manga', 'Comedy']",DVD Special,['Pierrot Plus'],2014 - 2015,0
53997,920,9892,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,"['Comedy', 'Seinen', 'Slice of Life']",Special,"['Aniplex', 'AIC Build', 'Aniplex of America']",2011-2011,Bokura wa Minna Kawaisou Specials,"['Based on a Manga', 'Comedy']",DVD Special,['Brains-Base'],2014 - 2015,0
54134,1052,9901,Ookami to Koushinryou II Specials (Spice and Wolf II Specials),['Fantasy'],Special,"['FUNimation Entertainment', 'Brains Base']",2009-2009,The Diary of Tortov Roddle Specials,"['Abstract', 'Adventure', 'Fantasy', 'Original Work']",DVD Special,['Robot'],2006,0
54197,1026,9905,Mai-Otome Specials,"['Comedy', 'Drama', 'Fantasy', 'Magic']",Special,['Sunrise'],2006-2006,Fate/Kaleid Liner Prisma Illya Specials,"['Fantasy', 'Magical Girl']",DVD Special,['SILVER LINK'],2013 - 2014,0
54284,924,9916,Mitsudomoe Special,"['Comedy', 'School', 'Slice of Life']",Special,"['Lantis', 'Bridge']",2011-2011,UFO Ultramaiden Valkyrie Special: Bridal Training,"['Aliens', 'Comedy']",OVA,['TNK'],2003,0
54462,718,9929,Mahou Shoujo-tai Arusu the Adventure,"['Adventure', 'Comedy', 'Fantasy', 'Magic']",OVA,['Studio 4°C'],2007-2007,Digimon Movie 5: The Adventurers' Battle,"['Action', 'Family Friendly', 'Shounen']",Movie,['Toei Animation'],2001,0
54507,225,9943,Aru Machi Kado no Monogatari (Tales of the Street Corner),"['Drama', 'Music', 'Romance']",Movie,['Mushi Productions'],1962-1962,Ginga Tetsudou Monogatari,"['Outer Space', 'Sci Fi', 'Trains']",TV,['Planet'],2003 - 2004,0
54535,2567,9943,Binbou Shimai Monogatari (Poor Sisters Story),"['Comedy', 'Drama', 'Slice of Life']",TV,"['Toei Animation', 'TV Asahi']",2006-2006,Ginga Tetsudou Monogatari,"['Outer Space', 'Sci Fi', 'Trains']",TV,['Planet'],2003 - 2004,0
54540,3009,9943,Kojika Monogatari (Story of a Fawn),['Drama'],TV,['Visual 80'],1983-1985,Ginga Tetsudou Monogatari,"['Outer Space', 'Sci Fi', 'Trains']",TV,['Planet'],2003 - 2004,0
54697,3061,9983,Shin Minashigo Hutch (The New Adventures of Hutch the Honeybee),"['Adventure', 'Comedy', 'Drama']",TV,['Tatsunoko Productions'],1974-1974,Pokemon Best Wishes! Season 2: Dekorora Adventure,"['Adventure', 'Fantasy', 'Shounen']",TV,['OLM'],2013,0
54772,2198,10005,Grander Musashi RV,"['Adventure', 'Sports']",TV,"['Nippon Animation', 'Shogakukan Productions', 'Sotsu Agency']",1998-1998,Grander Musashi,['Sports'],TV,['Nippon Animation'],1997,0
